Virus	Length	Genes	Viral_Genes	Host_Genes	Provirus	Group	Hallmark_Genes	Viral_Family	Vibrant	Host_MAG	Host_Class
D2_4957049||	33942	48	20	1	No	dsDNAphage	13	Myoviridae	Yes	00021-contigs	Bacteroidia
D1_1892756||	33867	61	7	0	No	dsDNAphage	4	Unknown	Yes	None	None
D4_5913345||	33840	37	8	2	No	dsDNAphage	5	Unknown	Yes	00039-contigs	Alphaproteobacteria
D2_5449709||	33818	50	6	3	No	dsDNAphage	1	Unknown	Yes	None	None
D3_10114316||	33787	40	9	1	No	dsDNAphage	4	Unknown	Yes	None	None
D3_8375538||	33431	57	3	11	No	dsDNAphage	0	Unknown	No	00063-contigs	Spirochaetia
D2_8343788||	33339	49	7	0	No	dsDNAphage	3	Unknown	Yes	None	None
D3_3562126||	33229	49	22	0	No	dsDNAphage	11	Myoviridae	Yes	None	None
D1_4037149||	33226	29	4	9	Yes	dsDNAphage	8	Myoviridae	No	00052-contigs	Cyanobacteriia
D4_2268676||	33221	56	9	0	No	dsDNAphage	2	Unknown	Yes	00023-contigs	Gammaproteobacteria
D2_838337||	33088	59	10	1	No	dsDNAphage	6	Siphoviridae	Yes	00020-contigs	Cyanobacteriia
D2_8571148||	32979	42	9	0	No	dsDNAphage	6	Unknown	Yes	00002-contigs	Gammaproteobacteria
D4_2807555||	32969	54	1	12	No	dsDNAphage	0	Unknown	No	00049-contigs	J088
D1_4989457||	32823	47	11	0	No	dsDNAphage	3	Unknown	Yes	00009-contigs	Bacteroidia
D3_5559363||	32767	33	5	0	No	dsDNAphage	1	Unknown	Yes	None	None
D4_3452292||	32716	47	2	1	No	dsDNAphage	0	Unknown	Yes	None	None
D3_7485361||	32694	26	1	1	No	dsDNAphage	0	Unknown	Yes	00064-contigs	Cyanobacteriia
D3_9448094||	32626	35	3	0	No	dsDNAphage	2	Unknown	Yes	None	None
D1_2273658||	32534	50	10	0	No	dsDNAphage	5	Unknown	Yes	00014-contigs	Cyanobacteriia
D2_8450148||	32356	19	4	3	No	dsDNAphage	8	Myoviridae	Yes	00062-contigs	Gammaproteobacteria
D3_8958287||	32312	46	24	0	No	dsDNAphage	9	Unknown	Yes	None	None
D3_6754931||	32267	51	15	4	Yes	dsDNAphage	4	Unknown	Yes	00035-contigs	Alphaproteobacteria
D4_2513987||	32146	42	25	1	No	dsDNAphage	13	Unknown	Yes	None	None
D1_3724815||	32124	26	7	0	No	dsDNAphage	4	Unknown	Yes	00009-contigs	Bacteroidia
D3_8487218||	31972	27	2	15	No	dsDNAphage	2	Unknown	Yes	00011-contigs	Bacteroidia
D1_5748229||	31961	39	8	0	No	dsDNAphage	3	Unknown	Yes	None	None
D4_3359439||	31954	32	3	1	No	dsDNAphage	1	Unknown	Yes	00030-contigs	Kiritimatiellae
D1_1425911||	31937	24	10	0	No	dsDNAphage	2	Myoviridae	Yes	00014-contigs	Cyanobacteriia
D4_1385454||	31894	47	5	2	No	dsDNAphage	1	Unknown	Yes	None	None
D3_8217081||	31859	38	1	14	No	dsDNAphage	1	Unknown	No	00058-contigs	Alphaproteobacteria
D1_3591397||	31801	40	5	2	No	dsDNAphage	4	Unknown	Yes	None	None
D1_4731866||	31693	45	5	7	Yes	dsDNAphage	3	Unknown	Yes	00047-contigs	Gammaproteobacteria
D3_5060317||	31693	67	5	23	Yes	dsDNAphage	3	Unknown	Yes	00027-contigs	Bacteroidia
D4_3110054||	31618	44	4	0	No	dsDNAphage	4	Podoviridae	Yes	None	None
D1_5278551||	31534	21	2	0	No	dsDNAphage	2	Unknown	Yes	00014-contigs	Cyanobacteriia
D3_9222692||	31392	91	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D2_2628957||	31343	49	3	1	No	dsDNAphage	0	Unknown	Yes	None	None
D3_8042134||	31260	14	2	0	No	dsDNAphage	3	Myoviridae	Yes	None	None
D4_5184100||	31244	45	5	7	Yes	dsDNAphage	3	Unknown	Yes	None	None
D3_8776050||	31170	46	9	2	No	dsDNAphage	1	Unknown	Yes	None	None
D3_3421779||	31150	48	3	0	No	dsDNAphage	0	Unknown	Yes	None	None
D4_3114535||	31140	53	9	0	No	dsDNAphage	5	Unknown	Yes	None	None
D2_5773431||	31035	34	13	1	No	dsDNAphage	4	Siphoviridae	Yes	00054-contigs	Bacteroidia
D1_898440||	30910	22	1	6	No	dsDNAphage	3	Unknown	Yes	00014-contigs	Cyanobacteriia
D3_3407110||	30903	26	7	2	No	dsDNAphage	2	Unknown	Yes	None	None
D4_4214540||	30862	32	5	0	No	dsDNAphage	6	Unknown	Yes	None	None
D2_281943||	30743	43	13	0	No	dsDNAphage	7	Podoviridae	Yes	00011-contigs	Alphaproteobacteria
D3_6324365||	30683	43	6	1	No	dsDNAphage	5	Siphoviridae	Yes	None	None
D1_1697941||	30628	49	1	1	No	dsDNAphage	0	Unknown	Yes	00009-contigs	Bacteroidia
D4_3717551||	30458	52	21	0	No	dsDNAphage	12	Unknown	Yes	None	None
D2_131400||	30423	39	3	0	No	dsDNAphage	1	Podoviridae	Yes	00034-contigs	Gammaproteobacteria
D1_5533077||	30321	38	2	1	No	dsDNAphage	1	Siphoviridae	Yes	None	None
D1_4484460||	30271	40	10	0	No	dsDNAphage	7	Unknown	Yes	00014-contigs	Cyanobacteriia
D2_4043514||	30199	48	11	0	No	dsDNAphage	4	Unknown	Yes	00020-contigs	Cyanobacteriia
D3_5727542||	30043	44	15	0	No	dsDNAphage	7	Podoviridae	Yes	None	None
D2_4065318||	30030	35	11	0	No	dsDNAphage	7	Unknown	Yes	00034-contigs	Gammaproteobacteria
D2_5408248||	29763	43	3	0	No	dsDNAphage	2	Siphoviridae	Yes	00008-contigs	Bacteroidia
D3_10114290||	29737	43	19	0	No	dsDNAphage	11	Unknown	Yes	00039-contigs	Cyanobacteriia
D2_7616764||	29622	35	8	0	No	dsDNAphage	4	Unknown	Yes	None	None
D4_519255||	29599	44	9	0	No	dsDNAphage	4	Unknown	Yes	00018-contigs	Bacteroidia
D2_2426562||	29470	26	7	1	No	dsDNAphage	4	Unknown	Yes	00004-contigs	Bacteroidia
D2_1940019||	29392	26	3	0	No	dsDNAphage	1	Unknown	Yes	None	None
D4_2600730||	29391	10	8	0	No	dsDNAphage	3	Unknown	Yes	None	None
D4_3244208||	29376	48	1	0	No	dsDNAphage	0	Unknown	Yes	00014-contigs	Alphaproteobacteria
D4_5843366||	29328	42	8	1	No	dsDNAphage	4	Unknown	Yes	00003-contigs	Bacteroidia
D2_3149188||	29280	51	2	0	No	dsDNAphage	0	Unknown	Yes	None	None
D2_6543211||	29273	59	12	12	Yes	dsDNAphage	11	Unknown	Yes	00004-contigs	Bacteroidia
D2_5488929||	29254	30	2	0	No	dsDNAphage	1	Unknown	Yes	00004-contigs	Bacteroidia
D3_357736||	29184	35	18	0	No	dsDNAphage	2	Myoviridae	Yes	None	None
D4_6136634||	29116	32	12	0	No	dsDNAphage	7	Unknown	Yes	00020-contigs	Cyanobacteriia
D4_1349896||	29027	26	9	2	No	dsDNAphage	4	Unknown	Yes	00010-contigs	Bacteroidia
D3_6761676||	29014	35	7	0	No	dsDNAphage	0	Unknown	Yes	None	None
D2_1281573||	29006	36	5	0	No	dsDNAphage	0	Myoviridae	Yes	None	None
D2_2318947||	28994	21	4	3	No	dsDNAphage	2	Unknown	Yes	00020-contigs	Cyanobacteriia
D2_1518344||	28727	40	2	0	No	dsDNAphage	1	Unknown	Yes	None	None
D4_4179707||	28707	46	2	4	No	dsDNAphage	0	Myoviridae	Yes	00020-contigs	Cyanobacteriia
D3_66711||	28590	43	1	0	No	dsDNAphage	0	Podoviridae	Yes	00073-contigs	Alphaproteobacteria
D3_9243878||	28495	40	12	0	No	dsDNAphage	7	Unknown	Yes	00039-contigs	Cyanobacteriia
D2_721527||	28459	43	7	0	No	dsDNAphage	5	Unknown	Yes	None	None
D2_1743344||	28442	37	3	1	No	dsDNAphage	2	Unknown	Yes	00034-contigs	Gammaproteobacteria
D4_2996108||	28441	39	11	0	No	dsDNAphage	4	Unknown	Yes	None	None
D2_1933481||	28377	45	3	0	No	dsDNAphage	0	Myoviridae	Yes	None	None
D3_7213260||	28265	34	5	0	No	dsDNAphage	3	Myoviridae	Yes	00039-contigs	Cyanobacteriia
D3_7917304||	28245	28	0	1	No	dsDNAphage	4	Unknown	Yes	00048-contigs	Cyanobacteriia
D4_2679586||	28148	38	22	1	No	dsDNAphage	13	Myoviridae	Yes	00014-contigs	Alphaproteobacteria
D3_4103379||	28091	36	5	3	No	dsDNAphage	1	Myoviridae	Yes	00012-contigs	Gammaproteobacteria
D3_5098032||	28060	47	7	1	No	dsDNAphage	4	Unknown	Yes	00048-contigs	Cyanobacteriia
D4_4107588||	28045	44	0	1	No	dsDNAphage	0	Unknown	Yes	00018-contigs	Bacteroidia
D3_3688196||	28009	26	10	0	No	dsDNAphage	3	Unknown	Yes	00069-contigs	Alphaproteobacteria
D1_1840084||	27930	30	17	0	No	dsDNAphage	6	Podoviridae	Yes	None	None
D4_4875424||	27910	66	2	0	No	dsDNAphage	0	Unknown	Yes	00020-contigs	Cyanobacteriia
D3_9670219||	27836	42	13	0	No	dsDNAphage	6	Myoviridae	Yes	00065-contigs	Gammaproteobacteria
D3_2020556||	27794	60	6	1	No	dsDNAphage	0	Unknown	Yes	00039-contigs	Cyanobacteriia
D4_354335||	27765	83	3	2	No	dsDNAphage	0	Unknown	Yes	None	None
D1_3244056||	27729	28	22	0	No	dsDNAphage	10	Siphoviridae	Yes	None	None
D3_6195758||	27603	45	20	0	No	dsDNAphage	6	Unknown	Yes	00011-contigs	Bacteroidia
D2_6674691||	27568	28	21	0	No	dsDNAphage	9	Siphoviridae	Yes	None	None
D4_2278111||	27551	35	1	1	No	dsDNAphage	0	Unknown	Yes	00003-contigs	Bacteroidia
D1_5295406||	27502	40	19	0	No	dsDNAphage	11	Unknown	Yes	None	None
D1_4632494||	27373	27	2	0	No	dsDNAphage	0	Unknown	Yes	00047-contigs	Gammaproteobacteria
D4_746336||	27318	48	4	1	No	dsDNAphage	0	Siphoviridae	Yes	00023-contigs	Gammaproteobacteria
D4_2498623||	27313	26	5	0	No	dsDNAphage	4	Unknown	Yes	None	None
D4_4985229||	27159	31	8	0	No	dsDNAphage	1	Siphoviridae	Yes	None	None
D2_3380209||	27079	33	7	0	No	dsDNAphage	10	Siphoviridae	Yes	None	None
D1_3489231||	27048	46	6	0	No	dsDNAphage	4	Unknown	Yes	None	None
D3_3639612||	27044	36	6	1	No	dsDNAphage	1	Unknown	Yes	00048-contigs	Cyanobacteriia
D2_3961131||	27024	35	3	3	No	dsDNAphage	0	Autographiviridae	Yes	None	None
D3_8625927||	27005	44	13	0	No	dsDNAphage	8	Podoviridae	Yes	00052-contigs	Alphaproteobacteria
D2_6635430||	26987	49	15	1	No	dsDNAphage	8	Unknown	Yes	None	None
D4_3182109||	26904	30	2	2	No	dsDNAphage	3	Myoviridae	Yes	00020-contigs	Cyanobacteriia
D1_4119451||	26874	34	2	0	No	dsDNAphage	1	Siphoviridae	Yes	None	None
D3_4764491||	26869	24	9	1	No	dsDNAphage	6	Podoviridae	Yes	None	None
D4_5883094||	26850	21	2	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_6859179||	26835	38	6	1	No	dsDNAphage	1	Siphoviridae	Yes	00022-contigs	Bacteroidia
D2_7413325||	26832	31	5	1	No	dsDNAphage	2	Podoviridae	Yes	00020-contigs	Cyanobacteriia
D3_4423392||	26733	18	0	0	No	dsDNAphage	4	Unknown	Yes	00014-contigs	Bacteroidia
D4_4130369||	26628	40	20	0	No	dsDNAphage	11	Unknown	Yes	None	None
D4_4067737||	26589	31	14	0	No	dsDNAphage	6	Siphoviridae	Yes	00009-contigs	Verrucomicrobiae
D3_5464010||	26339	51	10	7	Yes	dsDNAphage	5	Unknown	Yes	00039-contigs	Cyanobacteriia
D3_8978476||	26223	64	3	0	No	dsDNAphage	0	Unknown	Yes	None	None
D4_1703000||	26215	31	6	0	No	dsDNAphage	1	Siphoviridae	Yes	None	None
D3_7597673||	26152	50	6	4	No	dsDNAphage	0	Unknown	Yes	00039-contigs	Cyanobacteriia
D2_2504098||	26143	25	16	0	No	dsDNAphage	11	Siphoviridae	Yes	00011-contigs	Alphaproteobacteria
D3_2634693||	26005	41	2	2	No	dsDNAphage	0	Unknown	Yes	00027-contigs	Bacteroidia
D4_4413820||	25938	18	1	0	No	dsDNAphage	0	Unknown	Yes	00010-contigs	Bacteroidia
D3_5623069||	25924	62	3	2	No	dsDNAphage	1	Unknown	Yes	00039-contigs	Cyanobacteriia
D2_5912037||	25858	47	12	0	No	dsDNAphage	5	Podoviridae	Yes	00020-contigs	Cyanobacteriia
D1_1941869||	25805	37	6	0	No	dsDNAphage	1	Myoviridae	Yes	00015-contigs	Bacteroidia
D3_861054||	25739	28	10	1	No	dsDNAphage	7	Myoviridae	Yes	00048-contigs	Cyanobacteriia
D1_3538739||	25722	36	15	0	No	dsDNAphage	5	Siphoviridae	Yes	00009-contigs	Bacteroidia
D2_4851440||	25690	60	4	0	No	dsDNAphage	0	Siphoviridae	Yes	00004-contigs	Bacteroidia
D1_2792529||	25677	36	2	0	No	dsDNAphage	1	Myoviridae	Yes	None	None
D1_1536856||	25601	37	10	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_7049006||	25572	38	13	0	No	dsDNAphage	1	Siphoviridae	Yes	00048-contigs	Cyanobacteriia
D2_6268820||	25447	30	14	0	No	dsDNAphage	7	Siphoviridae	Yes	00002-contigs	Gammaproteobacteria
D4_5326576||	25416	22	10	0	No	dsDNAphage	4	Unknown	Yes	00048-contigs	Proteobacteria
D3_2209677||	25383	24	6	0	No	dsDNAphage	6	Unknown	Yes	None	None
D3_6888098||	25362	43	9	0	No	dsDNAphage	5	Podoviridae	Yes	00039-contigs	Cyanobacteriia
D4_428933||	25309	37	2	0	No	dsDNAphage	0	Unknown	Yes	00028-contigs	Bacteroidia
D2_3286242||	25184	26	4	1	No	dsDNAphage	4	Podoviridae	Yes	00059-contigs	Gemmatimonadetes
D1_4160526||	25183	29	21	0	No	dsDNAphage	5	Myoviridae	Yes	00057-contigs	Bacteroidia
D3_3680843||	25120	53	15	15	Yes	dsDNAphage	5	Unknown	Yes	None	None
D3_3939129||	25086	26	2	0	No	dsDNAphage	1	Unknown	Yes	00027-contigs	Bacteroidia
D3_201636||	25053	39	7	0	No	dsDNAphage	5	Unknown	Yes	None	None
D1_5491902||	25032	23	18	1	No	dsDNAphage	16	Unknown	Yes	None	None
D2_5531200||	24999	16	1	0	No	dsDNAphage	1	Unknown	Yes	00020-contigs	Cyanobacteriia
D3_4261198||	24999	16	1	0	No	dsDNAphage	1	Unknown	Yes	00039-contigs	Cyanobacteriia
D4_4295161||	24999	16	1	0	No	dsDNAphage	1	Unknown	Yes	00020-contigs	Cyanobacteriia
D3_7433389||	24911	41	4	2	No	dsDNAphage	0	Myoviridae	Yes	00054-contigs	Desulfuromonadia
D4_1996974||	24910	33	19	0	No	dsDNAphage	9	Unknown	Yes	None	None
D2_168946||	24900	48	10	0	No	dsDNAphage	2	Unknown	Yes	00020-contigs	Cyanobacteriia
D3_1245512||	24849	34	4	0	No	dsDNAphage	0	Unknown	Yes	00015-contigs	Gammaproteobacteria
D1_1772561||	24826	43	4	1	No	dsDNAphage	0	Myoviridae	Yes	None	None
D1_2073854||	24762	20	1	0	No	dsDNAphage	2	Unknown	Yes	00024-contigs	Verrucomicrobiae
D2_2289576||	24677	44	4	3	No	dsDNAphage	0	Myoviridae	Yes	00004-contigs	Bacteroidia
D2_8471586||	24643	31	12	0	No	dsDNAphage	1	Myoviridae	Yes	None	None
D3_4975171||	24586	26	4	0	No	dsDNAphage	2	Siphoviridae	Yes	00048-contigs	Cyanobacteriia
D4_1377884||	24575	37	2	4	Yes	dsDNAphage	3	Unknown	Yes	00012-contigs	UBA11346
D3_3428725||	24529	20	17	0	No	dsDNAphage	10	Unknown	Yes	None	None
D4_4296220||	24508	26	6	0	No	dsDNAphage	1	Unknown	Yes	None	None
D1_4735743||	24499	3	0	1	No	dsDNAphage	0	Unknown	No	00023-contigs	Alphaproteobacteria
D4_1785521||	24459	32	15	0	No	dsDNAphage	1	Myoviridae	Yes	None	None
D4_6002349||	24371	25	1	8	No	dsDNAphage	1	Unknown	No	00010-contigs	Bacteroidia
D1_5688464||	24335	35	4	0	No	dsDNAphage	0	Unknown	Yes	00014-contigs	Cyanobacteriia
D1_1184939||	24285	38	2	0	No	dsDNAphage	0	Unknown	Yes	00036-contigs	Alphaproteobacteria
D2_6482978||	24195	40	6	0	No	dsDNAphage	3	Siphoviridae	Yes	00004-contigs	Bacteroidia
D1_526242||	24160	34	11	0	No	dsDNAphage	7	Unknown	Yes	None	None
D1_3469030||	24159	23	1	7	No	dsDNAphage	1	Unknown	No	00014-contigs	Cyanobacteriia
D2_1246131||	24149	27	5	0	No	dsDNAphage	7	Siphoviridae	Yes	00032-contigs	Bacteroidia
D4_811224||	24100	34	10	0	No	dsDNAphage	7	Unknown	Yes	00020-contigs	Cyanobacteriia
D3_4583045||	24044	21	3	0	No	dsDNAphage	0	Unknown	Yes	None	None
D2_5891294||	24023	30	4	0	No	dsDNAphage	3	Unknown	Yes	None	None
D1_592079||	23953	46	6	1	No	dsDNAphage	2	Unknown	Yes	00014-contigs	Cyanobacteriia
D2_6500291||	23926	24	13	1	No	dsDNAphage	8	Siphoviridae	Yes	None	None
D1_1978852||	23900	49	4	3	No	dsDNAphage	0	Unknown	Yes	None	None
D4_5122242||	23884	12	1	0	No	dsDNAphage	1	Unknown	Yes	00028-contigs	Bacteroidia
D1_5339700||	23870	21	12	0	No	dsDNAphage	5	Unknown	Yes	00014-contigs	Cyanobacteriia
D2_1016335||	23854	35	0	0	No	dsDNAphage	0	Myoviridae	Yes	None	None
D3_5696266||	23840	34	3	1	No	dsDNAphage	0	Myoviridae	Yes	None	None
D2_4084169||	23792	14	4	1	No	dsDNAphage	3	Unknown	Yes	00004-contigs	Bacteroidia
D4_5900102||	23789	31	5	5	Yes	dsDNAphage	2	Siphoviridae	Yes	None	None
D1_1064989||	23739	36	14	0	No	dsDNAphage	2	Unknown	Yes	None	None
D3_776079||	23704	35	2	0	No	dsDNAphage	0	Unknown	Yes	00014-contigs	Bacteroidia
D1_2112825||	23701	69	6	0	No	dsDNAphage	0	Unknown	Yes	00014-contigs	Cyanobacteriia
D1_173695||	23677	27	13	0	No	dsDNAphage	5	Unknown	Yes	00052-contigs	Cyanobacteriia
D4_2081916||	23677	21	3	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_1831436||	23638	58	1	1	No	dsDNAphage	0	Unknown	Yes	None	None
D4_354599||	23578	29	8	0	No	dsDNAphage	5	Unknown	Yes	00014-contigs	Alphaproteobacteria
D3_7371568||	23535	27	3	3	No	dsDNAphage	1	Unknown	Yes	00005-contigs	Bacteroidia
D1_5938957||	23485	28	12	0	No	dsDNAphage	5	Podoviridae	Yes	00019-contigs	Verrucomicrobiae
D4_2933078||	23328	26	3	1	No	dsDNAphage	1	Unknown	Yes	00020-contigs	Cyanobacteriia
D1_192740||	23294	33	8	0	No	dsDNAphage	5	Unknown	Yes	None	None
D4_706423||	23238	37	8	7	Yes	dsDNAphage	4	Unknown	Yes	00003-contigs	Bacteroidia
D3_10114976||	23224	33	8	0	No	dsDNAphage	5	Unknown	Yes	00008-contigs	Alphaproteobacteria
D1_1161378||	23208	30	3	1	No	dsDNAphage	2	Unknown	Yes	None	None
D2_256476||	23174	57	0	0	No	dsDNAphage	0	Unknown	Yes	00004-contigs	Bacteroidia
D3_3175592||	23159	31	4	2	Yes	dsDNAphage	10	Unknown	Yes	None	None
D3_2453341||	23083	27	12	0	No	dsDNAphage	4	Siphoviridae	Yes	00038-contigs	Verrucomicrobiae
D3_6399590||	23067	42	3	0	No	dsDNAphage	0	Unknown	Yes	00043-contigs	Acidimicrobiia
D3_472108||	23024	28	14	0	No	dsDNAphage	3	Myoviridae	Yes	00048-contigs	Cyanobacteriia
D2_24118||	22997	31	4	0	No	dsDNAphage	3	Siphoviridae	Yes	None	None
D3_109340||	22985	31	10	0	No	dsDNAphage	4	Podoviridae	Yes	None	None
D2_1497678||	22930	41	3	0	No	dsDNAphage	1	Unknown	Yes	00020-contigs	Cyanobacteriia
D3_9824607||	22863	27	3	0	No	dsDNAphage	3	Unknown	Yes	00069-contigs	Alphaproteobacteria
D3_7914644||	22824	43	12	1	No	dsDNAphage	6	Unknown	Yes	00012-contigs	Gammaproteobacteria
D3_7347618||	22789	25	2	4	Yes	dsDNAphage	6	Unknown	Yes	00027-contigs	Bacteroidia
D3_5732119||	22715	33	6	1	No	dsDNAphage	4	Siphoviridae	Yes	None	None
D3_6036411||	22682	45	10	18	Yes	dsDNAphage	10	Unknown	Yes	00033-contigs	Alphaproteobacteria
D2_8488997||	22668	19	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D1_4458507||	22666	33	2	1	No	dsDNAphage	0	Unknown	Yes	None	None
D4_2339259||	22639	34	14	0	No	dsDNAphage	6	Unknown	Yes	None	None
D1_2077116||	22549	28	8	0	No	dsDNAphage	6	Unknown	Yes	00011-contigs	Alphaproteobacteria
D1_919902||	22514	28	15	1	No	dsDNAphage	9	Siphoviridae	Yes	None	None
D3_8279457||	22445	42	2	1	No	dsDNAphage	1	Myoviridae	Yes	00039-contigs	Cyanobacteriia
D1_2663588||	22398	22	5	0	No	dsDNAphage	1	Myoviridae	Yes	None	None
D1_2242096||	22320	30	3	0	No	dsDNAphage	1	Unknown	Yes	None	None
D4_896729||	22299	29	2	0	No	dsDNAphage	0	Unknown	Yes	00020-contigs	Cyanobacteriia
D2_7167161||	22231	34	7	0	No	dsDNAphage	2	Unknown	Yes	00002-contigs	Gammaproteobacteria
D2_5658431||	22220	21	1	0	No	dsDNAphage	1	Unknown	Yes	None	None
D3_6234513||	22192	22	2	0	No	dsDNAphage	1	Unknown	Yes	None	None
D2_1106413||	22173	50	2	0	No	dsDNAphage	0	Siphoviridae	Yes	None	None
D3_9434322||	22137	18	14	0	No	dsDNAphage	7	Autographiviridae	Yes	None	None
D4_3975802||	22121	25	4	2	No	dsDNAphage	3	Unknown	Yes	00006-contigs	Gammaproteobacteria
D2_2734972||	22109	39	4	1	No	dsDNAphage	0	Unknown	Yes	00056-contigs	Gammaproteobacteria
D4_4524548||	22071	41	3	0	No	dsDNAphage	1	Unknown	Yes	00012-contigs	UBA11346
D2_7140243||	22036	41	5	0	No	dsDNAphage	0	Unknown	Yes	00020-contigs	Cyanobacteriia
D3_6191891||	21953	28	12	0	No	dsDNAphage	4	Unknown	Yes	00042-contigs	Gammaproteobacteria
D1_2505304||	21912	14	0	7	No	dsDNAphage	3	Unknown	No	00008-contigs	Gammaproteobacteria
D2_799296||	21902	15	2	0	No	dsDNAphage	2	Unknown	Yes	00004-contigs	Bacteroidia
D2_7459602||	21863	18	4	0	No	dsDNAphage	2	Podoviridae	Yes	None	None
D3_7948608||	21858	23	12	0	No	dsDNAphage	8	Podoviridae	Yes	00005-contigs	Bacteroidia
D2_2457545||	21847	31	7	0	No	dsDNAphage	2	Podoviridae	Yes	None	None
D4_5487504||	21834	27	2	0	No	dsDNAphage	2	Unknown	Yes	00046-contigs	Bacteroidia
D3_1536202||	21833	46	0	1	No	dsDNAphage	0	Unknown	Yes	None	None
D3_2387116||	21796	28	2	1	No	dsDNAphage	1	Myoviridae	Yes	None	None
D3_6447933||	21681	31	3	3	No	dsDNAphage	0	Unknown	Yes	None	None
D4_16234||	21654	29	2	1	No	dsDNAphage	0	Unknown	Yes	None	None
D2_7502490||	21648	25	1	4	No	dsDNAphage	1	Siphoviridae	Yes	00020-contigs	Cyanobacteriia
D3_8640453||	21589	23	1	0	No	dsDNAphage	1	Unknown	Yes	None	None
D4_4036817||	21588	22	2	0	No	dsDNAphage	2	Demerecviridae	Yes	00003-contigs	Bacteroidia
D3_1155555||	21583	21	14	0	No	dsDNAphage	3	Unknown	Yes	00067-contigs	Bacteroidia
D3_7443093||	21581	36	1	3	No	dsDNAphage	0	Siphoviridae	Yes	00019-contigs	Gammaproteobacteria
D3_7050744||	21575	17	0	0	No	dsDNAphage	1	Unknown	Yes	00039-contigs	Cyanobacteriia
D4_2980348||	21555	14	3	0	No	dsDNAphage	0	Podoviridae	Yes	None	None
D3_7834142||	21522	25	3	2	No	dsDNAphage	3	Unknown	Yes	00012-contigs	Gammaproteobacteria
D2_1243892||	21476	24	2	1	No	dsDNAphage	1	Unknown	Yes	00065-contigs	Gammaproteobacteria
D2_3986112||	21442	24	10	1	No	dsDNAphage	5	Unknown	Yes	None	None
D2_4003364||	21442	25	7	0	No	dsDNAphage	6	Unknown	Yes	None	None
D1_860825||	21419	22	8	0	No	dsDNAphage	6	Unknown	Yes	None	None
D1_4626050||	21363	25	7	1	No	dsDNAphage	2	Unknown	Yes	None	None
D2_1455551||	21354	15	10	0	No	dsDNAphage	5	Autographiviridae	Yes	00034-contigs	Gammaproteobacteria
D1_5347093||	21301	25	3	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_3205672||	21292	42	8	0	No	dsDNAphage	0	Unknown	Yes	00022-contigs	Bacteroidia
D4_2494001||	21256	29	2	2	No	dsDNAphage	1	Myoviridae	Yes	None	None
D3_1311618||	21246	31	4	1	No	dsDNAphage	0	Myoviridae	Yes	00036-contigs	Gammaproteobacteria
D1_1460406||	21243	41	10	0	No	dsDNAphage	1	Siphoviridae	Yes	None	None
D4_3618189||	21200	24	6	0	No	dsDNAphage	3	Unknown	Yes	00020-contigs	Cyanobacteriia
D2_7307819||	21103	49	1	3	No	dsDNAphage	1	Unknown	Yes	00020-contigs	Cyanobacteriia
D3_1532324||	21058	47	13	21	Yes	dsDNAphage	7	Unknown	Yes	00018-contigs	Alphaproteobacteria
D2_7747468||	21046	31	13	0	No	dsDNAphage	6	Siphoviridae	Yes	00002-contigs	Gammaproteobacteria
D4_5896684||	21001	12	4	0	No	dsDNAphage	2	Unknown	Yes	None	None
D2_1723367||	20968	37	3	0	No	dsDNAphage	2	Unknown	Yes	00004-contigs	Bacteroidia
D1_1260103||	20955	30	2	0	No	dsDNAphage	0	Unknown	Yes	None	None
D2_1748732||	20927	25	3	1	No	dsDNAphage	3	Unknown	Yes	00009-contigs	Gammaproteobacteria
D3_4249049||	20909	37	2	1	No	dsDNAphage	1	Unknown	Yes	None	None
D4_528562||	20905	22	1	0	No	dsDNAphage	1	Unknown	Yes	00005-contigs	Bacteroidia
D4_2139980||	20861	44	10	0	No	dsDNAphage	0	Autographiviridae	Yes	None	None
D1_5822928||	20851	44	10	15	Yes	dsDNAphage	10	Unknown	Yes	00011-contigs	Alphaproteobacteria
D2_397842||	20846	34	5	0	No	dsDNAphage	2	Myoviridae	Yes	None	None
D1_3915470||	20816	29	11	0	No	dsDNAphage	4	Unknown	Yes	None	None
D2_8570777||	20813	32	1	0	No	dsDNAphage	0	Unknown	Yes	00034-contigs	Gammaproteobacteria
D2_8201200||	20794	21	1	0	No	dsDNAphage	1	Unknown	Yes	None	None
D4_379299||	20778	28	10	0	No	dsDNAphage	3	Unknown	Yes	00012-contigs	UBA11346
D2_7294471||	20753	25	4	0	No	dsDNAphage	4	Podoviridae	Yes	00020-contigs	Cyanobacteriia
D3_9833435||	20636	40	4	1	No	dsDNAphage	1	Unknown	Yes	None	None
D2_1405096||	20631	26	3	0	No	dsDNAphage	0	Unknown	Yes	None	None
D4_5693460||	20599	28	13	0	No	dsDNAphage	5	Unknown	Yes	None	None
D3_8359632||	20576	25	1	1	No	dsDNAphage	0	Unknown	Yes	None	None
D1_893050||	20564	34	10	1	No	dsDNAphage	2	Unknown	Yes	00014-contigs	Cyanobacteriia
